filename,site,true_class_from_name,pred_class_idx,pred_class_label,pred_conf
2016 07 29 19 49 29_e06_antelope.jpg,e06,antelope,2,warthog,0.8776720762252808
01020869_m08_antelope.jpg,m08,antelope,2,warthog,0.5822755694389343
02020122_e02_antelope.jpg,e02,antelope,5,oribi,0.6655941605567932
EK002833_f03_antelope.jpg,f03,antelope,8,nyala,0.6079725027084351
2016 10 03 03 51 45_g04_antelope.jpg,g04,antelope,4,bushbuck,0.9916356801986694
03300608_e08_antelope.jpg,e08,antelope,4,bushbuck,0.9976531863212585
2016 11 07 00 41 42_i10_antelope.jpg,i10,antelope,2,warthog,0.8058157563209534
EK005882_h05_antelope.jpg,h05,antelope,1,baboon,0.3739323914051056
05210733_e08_antelope.jpg,e08,antelope,2,warthog,0.5135704278945923
EK000484_f01_antelope.jpg,f01,antelope,0,waterbuck,0.20285600423812866
04150411_k10_antelope.jpg,k10,antelope,4,bushbuck,0.9582089781761169
2016 11 02 20 48 40_g12_antelope.jpg,g12,antelope,2,warthog,0.6251906156539917
EK001936_j13_antelope.jpg,j13,antelope,2,warthog,0.9969643950462341
2016 09 24 04 30 40_b09_antelope.jpg,b09,antelope,0,waterbuck,0.31463223695755005
EK002128_01_h05_antelope.jpg,h05,antelope,4,bushbuck,0.33373668789863586
EK000968_02_h05_antelope.jpg,h05,antelope,3,impala,0.6861938238143921
2016 07 05 18 24 07_e06_antelope.jpg,e06,antelope,2,warthog,0.9686910510063171
04190404_f11_antelope.jpg,f11,antelope,0,waterbuck,0.47014978528022766
04210539_h03_antelope.jpg,h03,antelope,11,civet,0.505423367023468
10160168_d07_antelope.jpg,d07,antelope,4,bushbuck,0.35762056708335876
2016 10 10 15 52 27_g06_antelope.jpg,g06,antelope,2,warthog,0.6017685532569885
2016 09 22 02 38 41_j13_antelope.jpg,j13,antelope,4,bushbuck,0.32002583146095276
09010863_e10_antelope.jpg,e10,antelope,25,hartebeest,0.4813033938407898
2016 10 21 08 34 36_h07_antelope.jpg,h07,antelope,2,warthog,0.5948735475540161
09060596_e02_antelope.jpg,e02,antelope,1,baboon,0.48726341128349304
12250069_h03_antelope.jpg,h03,antelope,6,elephant,0.9874043464660645
EK002690_f07_antelope.jpg,f07,antelope,0,waterbuck,0.29711881279945374
08040410_g08_antelope.jpg,g08,antelope,6,elephant,0.7473033666610718
2016 10 15 10 52 01_e02_antelope.jpg,e02,antelope,4,bushbuck,0.97378009557724
EK005917_01_j03_antelope.jpg,j03,antelope,0,waterbuck,0.7883181571960449
06240377_g08_antelope.jpg,g08,antelope,4,bushbuck,0.6788093447685242
02130773_c08_antelope.jpg,c08,antelope,5,oribi,0.4398219585418701
EK007667_f07_antelope.jpg,f07,antelope,2,warthog,0.5579675436019897
02120750_k04_antelope.jpg,k04,antelope,2,warthog,0.7591019868850708
07220811_f05_antelope.jpg,f05,antelope,2,warthog,0.7050830125808716
2016 09 26 17 37 33_c06_antelope.jpg,c06,antelope,2,warthog,0.8330574631690979
02190971_k04_antelope.jpg,k04,antelope,1,baboon,0.8245449662208557
2016 10 06 18 13 18_i08_antelope.jpg,i08,antelope,4,bushbuck,0.9857963919639587
EK008839_01_j13_antelope.jpg,j13,antelope,4,bushbuck,0.36907660961151123
2016 10 22 19 44 14_f07_antelope.jpg,f07,antelope,2,warthog,0.4206841289997101
03040713_h03_antelope.jpg,h03,antelope,0,waterbuck,0.5257787704467773
11120845_e02_antelope.jpg,e02,antelope,4,bushbuck,0.9445902109146118
EK000456_e06_antelope.jpg,e06,antelope,0,waterbuck,0.34810394048690796
10250554_j07_antelope.jpg,j07,antelope,0,waterbuck,0.561653196811676
07150212_g08_antelope.jpg,g08,antelope,4,bushbuck,0.9980584979057312
10150292_j07_antelope.jpg,j07,antelope,4,bushbuck,0.9958068132400513
EK002227_k06_antelope.jpg,k06,antelope,1,baboon,0.8558735251426697
03260854_c08_antelope.jpg,c08,antelope,2,warthog,0.8688762784004211
