site,species,n_images
L05,bushpig,104
L05,hare,62
L05,antelope,54
L05,oribi,48
L05,impala,36
L05,guineafowl_helmeted,34
L05,serval,30
L05,mongoose_marsh,28
L05,aardvark,24
L05,mongoose_large_grey,22
L05,reedbuck,12
L05,lion,10
L05,honey_badger,8
L05,mongoose_banded,8
L05,mongoose_white_tailed,6
L05,eland,4
L05,ground_hornbill,2
L05,kudu,2
L05,nyala,2
L05,reptile,2
L07,waterbuck,5523
L07,baboon,4173
L07,warthog,3732
L07,bushbuck,1611
L07,elephant,894
L07,buffalo,221
L07,bird_other,153
L07,vervet_monkey,141
L07,hare,126
L07,porcupine,103
L07,genet,70
L07,bushpig,62
L07,civet,43
L07,reedbuck,42
L07,antelope,34
L07,honey_badger,29
L07,oribi,17
L07,mongoose_banded,16
L07,mongoose_marsh,16
L07,eland,14
L07,guineafowl_helmeted,12
L07,nyala,11
L07,mongoose_white_tailed,3
L07,serval,3
L07,bushbaby,2
L07,lion,2
L07,aardvark,1
L07,kudu,1
L09,bushbuck,1004
L09,baboon,716
L09,warthog,282
L09,waterbuck,94
L09,bushpig,82
L09,genet,66
L09,elephant,38
L09,porcupine,38
L09,mongoose_bushy_tailed,32
L09,bird_other,20
L09,impala,20
L09,vervet_monkey,18
L09,oribi,16
L09,nyala,12
L09,mongoose_slender,10
L09,mongoose_large_grey,6
L09,antelope,4
L09,bushbaby,4
L09,reptile,4
L11,bushbuck,1712
L11,warthog,1500
L11,baboon,1487
L11,waterbuck,862
L11,nyala,447
L11,elephant,254
L11,kudu,208
L11,genet,100
L11,vervet_monkey,74
L11,impala,72
L11,civet,54
L11,porcupine,41
L11,antelope,38
L11,bushpig,30
L11,oribi,28
L11,mongoose_banded,20
L11,mongoose_bushy_tailed,20
L11,bird_other,10
L11,guineafowl_helmeted,10
L11,mongoose_slender,10
L11,hare,8
L11,sable_antelope,6
L11,bushbaby,4
L11,ground_hornbill,4
L11,honey_badger,4
L11,mongoose_marsh,4
L11,reptile,4
L11,wildebeest,4
L11,buffalo,2
L11,duiker_red,2
L11,rodent,2
L11,samango_monkey,2
L13,baboon,330
L13,bushbuck,110
L13,nyala,66
L13,genet,56
L13,warthog,55
L13,elephant,42
L13,vervet_monkey,42
L13,mongoose_bushy_tailed,38
L13,waterbuck,29
L13,bushpig,27
L13,bushbaby,16
L13,porcupine,16
L13,civet,14
L13,mongoose_slender,14
L13,antelope,8
L13,duiker_red,8
L13,aardvark,7
L13,bird_other,4
L13,guineafowl_helmeted,4
L13,honey_badger,4
L13,impala,4
L13,mongoose_banded,4
L13,mongoose_marsh,4
L13,sable_antelope,4
M08,waterbuck,1711
M08,baboon,1424
M08,warthog,1369
M08,bushbuck,772
M08,elephant,156
M08,impala,113
M08,bushpig,92
M08,porcupine,63
M08,oribi,60
M08,reedbuck,43
M08,vervet_monkey,31
M08,honey_badger,27
M08,antelope,22
M08,genet,14
M08,hare,14
M08,bird_other,13
M08,bushbaby,12
M08,kudu,8
M08,guineafowl_helmeted,6
M08,mongoose_marsh,6
M08,nyala,6
M08,sable_antelope,6
M08,civet,4
M08,serval,4
M08,lion,2
M08,mongoose_banded,2
M08,mongoose_slender,2
M08,mongoose_white_tailed,2
M10,baboon,2263
M10,warthog,1920
M10,waterbuck,1657
M10,bushbuck,1343
M10,buffalo,260
M10,elephant,200
M10,oribi,155
M10,vervet_monkey,150
M10,kudu,77
M10,hare,66
M10,bushpig,45
M10,aardvark,44
M10,civet,40
M10,porcupine,34
M10,reedbuck,32
M10,antelope,28
M10,impala,26
M10,eland,24
M10,genet,12
M10,honey_badger,8
M10,mongoose_banded,8
M10,duiker,2
M10,ground_hornbill,2
M10,mongoose_marsh,2
M10,nyala,2
M10,serval,2
